,회사명,거래소코드,회계년도,정상영업이익증가율,순이익증가율,매출액증가율,1주당순이익,부채비율,매출액정상영업이익률,
682,(주)케이티앤지,33780,2016,-16.76944329,28.19630128,-4.530254467,9592,5.978522614,-1.402866742,2016-12
683,(주)케이티앤지,33780,2017,-16.84044524,-1.414736177,-13.03663663,9591,-7.87296668,-2.37534384,2017-12
684,(주)케이티앤지,33780,2018,-4.641777274,-23.57247348,-3.259127238,7178,-4.962570515,-1.384075286,2018-12
685,(주)케이티앤지,33780,2019,-3.581323048,-0.663465566,-5.795187032,8196,-1.135820849,-2.205075219,2019-12
686,(주)케이티앤지,33780,2020,2.257544822,20.08058551,-6.371848648,9320,-5.368687598,-0.953955896,2020-12
687,(주)케이티앤지,33780,2021,-19.67132419,-34.98492946,-21.01743209,7898,-0.414550882,-0.046562482,2021-12
688,(주)케이티앤지,33780,2022,-31.06199858,-48.39187215,-10.72005931,8489,2.388927096,-2.329390172,2022-12
689,(주)크래프톤,259960,2017,,,,,,,2017-12
690,(주)크래프톤,259960,2018,,,,,,,2018-12
691,(주)크래프톤,259960,2019,23.08652469,-35.86120966,-21.94542613,0,-15.71642124,10.01146451,2019-12
692,(주)크래프톤,259960,2020,-184.2136079,-155.8722219,-33.63713271,68855,0.113340717,-8.744000203,2020-12
693,(주)크래프톤,259960,2021,-7.595759766,-15.52675331,-4.436197182,12022,4.931044323,-7.458699176,2021-12
694,(주)크래프톤,259960,2022,12.92719838,-51.49050845,-6.95442799,10666,1.295077417,-3.973686884,2022-12
695,(주)포스코인터내셔널,47050,2007,-0.176053571,40.28347139,-3.149801334,1066,35.89244797,-0.498638297,2007-12
696,(주)포스코인터내셔널,47050,2008,0.279555615,-0.66800375,-14.90747463,38,48.22348153,-0.519528093,2008-12
697,(주)포스코인터내셔널,47050,2009,14.80992992,22.02950077,-2.881656277,312,71.12094969,-0.568705027,2009-12
698,(주)포스코인터내셔널,47050,2010,39.0609095,167.7768468,-12.91647136,832,138.7593464,-0.11828077,2010-12
699,(주)포스코인터내셔널,47050,2011,108.9481502,125.2845317,26.83170095,2072,-84.21976914,0.041425353,2011-12
700,(주)포스코인터내셔널,47050,2012,11.28167555,-40.1500086,1.222816703,1946,-41.58900993,-0.493525586,2012-12
701,(주)포스코인터내셔널,47050,2013,87.17745216,-35.50318214,8.329460047,1214,33.05389688,-0.051604694,2013-12
702,(주)포스코인터내셔널,47050,2014,77.19724349,9.590816799,-0.931398752,424,-5.230933749,0.186647711,2014-12
703,(주)포스코인터내셔널,47050,2015,-25.80286596,88.48833871,6.481448965,1132,-19.77832592,-0.028949822,2015-12
704,(주)포스코인터내셔널,47050,2016,14.54380163,65.63824691,10.56168094,977,34.84821307,-0.199830046,2016-12
705,(주)포스코인터내셔널,47050,2017,9.797266427,60.23063904,0.331246639,1444,-10.9787201,-0.032750182,2017-12
706,(주)포스코인터내셔널,47050,2018,28.68657962,30.80724863,-3.063285617,1258,-8.206958674,-0.002690674,2018-12
707,(주)포스코인터내셔널,47050,2019,16.98952889,86.33489492,3.252618208,1697,-26.64163899,-0.266410899,2019-12
708,(주)포스코인터내셔널,47050,2020,17.36797879,68.85516633,5.959757086,1934,-13.02561317,-0.235976984,2020-12
709,(주)포스코인터내셔널,47050,2021,30.04072295,61.93619962,5.694524789,2924,-28.82696636,-0.078709555,2021-12
710,(주)포스코인터내셔널,47050,2022,11.96349079,37.02914979,-4.174178963,4780,-45.04464649,-0.063717292,2022-12
711,(주)포스코퓨처엠,3670,2007,-13.44841969,-12.59402233,-9.136880192,2861,2.901726689,-0.344068543,2007-12
712,(주)포스코퓨처엠,3670,2008,-15.14462778,-20.96038982,14.28909465,1125,8.232894463,-0.212756432,2008-12
713,(주)포스코퓨처엠,3670,2009,-54.59285129,-41.83564505,-27.71862922,1700,5.718370041,0.229205976,2009-12
714,(주)포스코퓨처엠,3670,2010,-128.7146519,-135.026913,-42.50718233,2617,13.19961687,-0.678501196,2010-12
715,(주)포스코퓨처엠,3670,2011,-9.016987526,-9.745708767,-18.23169064,3988,3.597294292,-0.209027876,2011-12
716,(주)포스코퓨처엠,3670,2012,4.479800276,0.506236083,-2.291109628,2623,-8.997949055,-0.250127297,2012-12
717,(주)포스코퓨처엠,3670,2013,-41.84079497,-33.51520897,-5.839768397,9941,2.714137693,-0.23451183,2013-12
718,(주)포스코퓨처엠,3670,2014,-31.68921154,-31.16752331,-7.534129205,12296,-1.04201138,-0.329101587,2014-12
719,(주)포스코퓨처엠,3670,2015,846.5908458,448.4842001,-2.275889802,585,-1.046132985,0.574170715,2015-12
720,(주)포스코퓨처엠,3670,2016,-125.2116122,-1392.255818,0.361197075,740,1.68212642,1.115526844,2016-12
721,(주)포스코퓨처엠,3670,2017,-60.3512752,-969.9509261,-2.960294893,1753,1.974787208,-0.742775732,2017-12
722,(주)포스코퓨처엠,3670,2018,-32.23681405,-44.88122493,-3.685188007,2237,-1.232730421,0.107767374,2018-12
723,(주)포스코퓨처엠,3670,2019,-70.47708676,-40.62893224,-1.262916578,1672,39.119713,-0.013129761,2019-12
724,(주)포스코퓨처엠,3670,2020,-360.3306922,212.8409484,-9.038832983,485,-0.316131521,0.319237693,2020-12
725,(주)포스코퓨처엠,3670,2021,-236.4884455,-999.0195259,-35.37079606,1753,4.636595306,-0.849808058,2021-12
726,(주)포스코퓨처엠,3670,2022,-27.6198943,-57.16399329,-20.138032,1527,-4.526605775,-1.428150626,2022-12
727,(주)풍산,103140,2009,,,,1687,47.45883652,0.282753649,2009-12
728,(주)풍산,103140,2010,45.66889637,-89.71174432,28.93258435,1102,63.86579964,0.078458413,2010-12
729,(주)풍산,103140,2011,13.99748412,53.05517956,14.80598788,1452,-19.78116052,-1.434755246,2011-12
730,(주)풍산,103140,2012,14.65476832,-0.455901546,7.572450497,2199,-7.143615016,-0.91201575,2012-12
731,(주)풍산,103140,2013,-103.1860559,-91.66682712,-0.210011718,2156,-9.170566537,-0.197507439,2013-12
732,(주)풍산,103140,2014,-39.08476717,-52.30184013,3.839591061,2628,-8.741617142,0.11298053,2014-12
733,(주)풍산,103140,2015,17.25296128,50.63633434,5.412748914,1841,-12.99340091,-0.143822399,2015-12
734,(주)풍산,103140,2016,28.22017774,59.16043134,8.453993501,4912,-5.932267321,-0.115453913,2016-12
735,(주)풍산,103140,2017,-16.0622621,13.39253543,-1.754766858,5375,-2.063055135,-0.927420038,2017-12
736,(주)풍산,103140,2018,54.03492855,82.38105213,3.39109411,2213,-9.448486785,-0.459137557,2018-12
737,(주)풍산,103140,2019,104.3002229,187.3746192,8.851234334,629,-7.793449767,0.279771837,2019-12
738,(주)풍산,103140,2020,84.39980586,55.54686572,-1.765157728,2567,-5.478542764,0.895496183,2020-12
739,(주)풍산,103140,2021,-589.2012834,-2243.118872,-2.486117101,8686,1.459062776,-0.907576237,2021-12
740,(주)풍산,103140,2022,46.28330495,49.50770065,1.86519757,6395,-8.721630497,-0.52735658,2022-12
741,(주)하나금융지주,86790,2007,,,,,,,2007-12
742,(주)하나금융지주,86790,2008,,,,,,,2008-12
743,(주)하나금융지주,86790,2009,,,,,,,2009-12
744,(주)하나금융지주,86790,2010,,,,,,,2010-12
745,(주)하나금융지주,86790,2011,,,,,,,2011-12
746,(주)하나금융지주,86790,2012,,,,,,,2012-12
747,(주)하나금융지주,86790,2013,,,,,,,2013-12
748,(주)하나금융지주,86790,2014,,,,,,,2014-12
749,(주)하나금융지주,86790,2015,,,,,,,2015-12
750,(주)하나금융지주,86790,2016,,,,,,,2016-12
751,(주)하나금융지주,86790,2017,,,,,,,2017-12
752,(주)하나금융지주,86790,2018,,,,,,,2018-12
753,(주)하나금융지주,86790,2019,,,,,,,2019-12
754,(주)하나금융지주,86790,2020,,,,,,,2020-12
755,(주)하나금융지주,86790,2021,,,,,,,2021-12
756,(주)하나금융지주,86790,2022,,,,,,,2022-12
757,(주)하나투어,39130,2007,-268.7309493,-196.5898628,-42.9205486,2352,13.56815323,-1.753464584,2007-12
758,(주)하나투어,39130,2008,-252.6343417,-5.420005038,-9.178480219,-423,-12.08739732,-2.270022872,2008-12
759,(주)하나투어,39130,2009,4689.211442,413.8282173,-6.187351507,-399,41.17469172,-3.692008276,2009-12
760,(주)하나투어,39130,2010,-44718.61863,-156.603526,2.944858137,244,31.08284488,-3.814361047,2010-12
761,(주)하나투어,39130,2011,-1656.852452,-3133.514324,-49.95861309,422,24.87494729,-2.529999558,2011-12
762,(주)하나투어,39130,2012,-75.44116092,-60.56379849,-19.68274757,1137,3.536491842,-1.282054621,2012-12
763,(주)하나투어,39130,2013,-125.7528626,-72.06522466,-16.30207329,2989,-7.974883227,-1.288409621,2013-12
764,(주)하나투어,39130,2014,-85.68512768,-63.87966098,-17.59903727,2978,9.549554931,0.371471178,2014-12
765,(주)하나투어,39130,2015,-32.0777866,4.487870354,-2.520921325,2877,13.51697748,-0.910759964,2015-12
766,(주)하나투어,39130,2016,489.8364147,247.1119842,-11.91658188,727,-5.000998172,-0.311039956,2016-12
767,(주)하나투어,39130,2017,-131.7845876,283.8498175,-3.782968317,1172,-39.16463124,0.98753905,2017-12
768,(주)하나투어,39130,2018,-58.12869478,-397.2984832,-12.12417242,791,20.12807703,-0.464089344,2018-12
769,(주)하나투어,39130,2019,100.0305727,-263.8961654,-0.210554994,-725,38.38724935,-1.559603291,2019-12
770,(주)하나투어,39130,2020,613.8944562,1314.934123,-19.84919168,-13210,194.5701011,-20.62751778,2020-12
771,(주)하나투어,39130,2021,-10.8028566,216.6860276,-6.447070139,-3285,89.03630542,20.43131813,2021-12
772,(주)하나투어,39130,2022,35.39294328,7.816964847,14.01578116,-4618,-32.00336202,35.80196493,2022-12
773,(주)하이브,352820,2021,-103.5929498,-85.77607087,35.31304785,3625,-5.085141866,0.560965634,2021-12
774,(주)하이브,352820,2022,-91.03217788,-302.1501662,-20.01465243,1265,10.35518839,-1.628548762,2022-12
775,(주)한샘,9240,2007,-77.28489342,-3.485827701,5.01085852,759,48.86584046,1.026157008,2007-12
776,(주)한샘,9240,2008,-224.2787062,-79.25557989,0.09355385,106,50.20658803,-2.335804584,2008-12
777,(주)한샘,9240,2009,-26.49515997,1.54088144,-0.682208384,215,54.51776703,-0.694323885,2009-12
778,(주)한샘,9240,2010,-17.0243094,26.50554296,-13.23358359,556,9.368881097,0.792794925,2010-12
779,(주)한샘,9240,2011,-5.942256752,8.449129926,4.61713332,653,25.25131694,-0.020395302,2011-12
780,(주)한샘,9240,2012,37.23649898,39.50196429,4.520943346,863,-16.54581984,0.53549505,2012-12
781,(주)한샘,9240,2013,85.29752828,66.47681158,23.26252277,3402,-1.735440066,0.185480094,2013-12
782,(주)한샘,9240,2014,1.627743729,6.488688072,-11.25791868,4793,-22.99669213,0.116713091,2014-12
783,(주)한샘,9240,2015,6.759655137,1.692039991,-5.013784722,6342,-4.605475644,0.087847238,2015-12
784,(주)한샘,9240,2016,-14.08184089,-14.3800479,-5.871135412,7054,-1.178182299,0.72425121,2016-12
785,(주)한샘,9240,2017,-66.47218253,-63.38539077,-18.95713367,5413,-13.2664428,0.072036926,2017-12
786,(주)한샘,9240,2018,41.5064342,65.46914859,7.432528817,5103,-17.80558591,0.382846213,2018-12
787,(주)한샘,9240,2019,11.81964212,9.316131647,2.253150743,2423,17.47796497,0.58013599,2019-12
788,(주)한샘,9240,2020,14.69711502,-35.72578988,6.146371311,3766,-9.901783178,0.308019295,2020-12
789,(주)한샘,9240,2021,-14.4429436,-35.42931355,-5.087853838,3266,19.91517201,-1.455720497,2021-12
790,(주)한샘,9240,2022,807.3287023,976.2569924,2.741466822,-4412,30.67791597,-0.985102892,2022-12
791,(주)한섬,20000,2007,41.64451467,18.01338742,5.947502981,1688,-5.637725361,4.926791396,2007-12
792,(주)한섬,20000,2008,3.601440592,-85.10569833,5.137165023,137,-1.889850265,-0.978734541,2008-12
793,(주)한섬,20000,2009,57.18301695,48.76681518,-0.294714459,763,3.600171424,2.989525341,2009-12
794,(주)한섬,20000,2010,26.82551019,-19.76198854,13.15742634,1147,2.750938235,4.495799392,2010-12
795,(주)한섬,20000,2011,-4.9407359,17.00231031,9.354915039,1731,1.976841828,2.494938952,2011-12
796,(주)한섬,20000,2012,14.57573307,12.70816431,20.47346378,1071,5.522423977,-0.861513608,2012-12
797,(주)한섬,20000,2013,-11.6154191,12.5975527,4.091497672,1998,0.721868777,0.63439831,2013-12
798,(주)한섬,20000,2014,-483.8339857,-177.1965912,4.785719767,1712,-2.017651578,1.992364108,2014-12
799,(주)한섬,20000,2015,-111.5433489,18.83990668,-1.865938283,3385,-2.344841185,1.687417224,2015-12
800,(주)한섬,20000,2016,-92.0795903,-15.68572383,-4.383435378,798,1.006537663,0.387915335,2016-12
801,(주)한섬,20000,2017,-28.23174904,2.388792362,7.703800192,578,-3.273953528,-1.43362872,2017-12
802,(주)한섬,20000,2018,24.61071656,8.190580108,-5.259669124,1181,-6.361660895,0.258316739,2018-12
803,(주)한섬,20000,2019,-61.5376741,-77.51902168,2.775772766,1245,3.561210965,0.094470444,2019-12
804,(주)한섬,20000,2020,-52.5964371,-47.8781028,8.600842317,3873,3.145674114,0.380315228,2020-12
805,(주)한섬,20000,2021,-93.84818791,-71.03253095,-12.64421066,5214,-4.130652429,0.306474243,2021-12
806,(주)한섬,20000,2022,-34.40146346,-29.54066992,-0.295267515,5599,-9.916923327,-0.017708249,2022-12
807,(주)한솔케미칼,14680,2007,-24.79263321,-78.39981632,-1.51631759,476,14.65631816,-0.47685432,2007-12
808,(주)한솔케미칼,14680,2008,-10.47226156,-1.373438127,-26.23984536,-164,-3.503997829,-0.37984592,2008-12
809,(주)한솔케미칼,14680,2009,-16.18721359,217.4082587,2.374028393,280,-8.762434981,-2.959762111,2009-12
810,(주)한솔케미칼,14680,2010,11.57184383,-16.00459751,3.085391757,43,6.360676062,-2.522597671,2010-12
811,(주)한솔케미칼,14680,2011,14.13175246,26.55067427,-6.083884654,453,12.94864224,-2.933341578,2011-12
812,(주)한솔케미칼,14680,2012,42.5352236,49.26055313,0.049336332,714,-12.53398905,-1.672614479,2012-12
813,(주)한솔케미칼,14680,2013,-5.107476338,-16.65036442,-4.750074863,284,-8.743329211,-0.51014707,2013-12
814,(주)한솔케미칼,14680,2014,17.89342495,17.29311761,-0.955373109,573,-1.137893335,0.842218347,2014-12
815,(주)한솔케미칼,14680,2015,-46.73628696,-76.21397589,-4.287729734,-2835,-3.115538157,-1.368196377,2015-12
816,(주)한솔케미칼,14680,2016,-15.48844089,-70.78562914,-10.47729944,713,-8.427611674,-2.039902069,2016-12
817,(주)한솔케미칼,14680,2017,-33.53402284,-34.24959955,-20.19891048,291,-6.025494202,-1.465070746,2017-12
818,(주)한솔케미칼,14680,2018,-36.45045403,-41.51344949,14.10438542,6354,-13.62186827,-4.417928425,2018-12
819,(주)한솔케미칼,14680,2019,-17.7111165,-14.9310973,-8.350650832,7798,-4.95189232,-2.22566439,2019-12
820,(주)한솔케미칼,14680,2020,-20.72827277,-25.8689256,-7.131183646,11067,3.511701886,-2.670533091,2020-12
821,(주)한솔케미칼,14680,2021,-17.53761286,-10.9477061,-4.135743022,13332,0.620360139,-3.194141451,2021-12
822,(주)한솔케미칼,14680,2022,10.50563712,25.48037085,-2.751108245,14099,-4.098236822,-2.961498679,2022-12
823,(주)한진칼,180640,2014,,,,8068,-36.64987424,-1.229187751,2014-12
824,(주)한진칼,180640,2015,-121.7736492,410.592412,-16.25102759,-3928,-2.559242664,-1.52130597,2015-12
825,(주)한진칼,180640,2016,-995.3255592,177.0249805,-38.48939808,-7637,19.67935263,-2.950442639,2016-12
826,(주)한진칼,180640,2017,-131.056236,150.6338264,-22.07215783,3722,-37.34133476,-2.038339445,2017-12
827,(주)한진칼,180640,2018,-137.6053249,367.5827029,-22.40277438,-602,6.756564525,-3.649123316,2018-12
828,(주)한진칼,180640,2019,143.0093677,38.51877301,-11.5886747,-4094,2.164982092,-4.936505081,2019-12
829,(주)한진칼,180640,2020,358.06471,-53.97774737,-77.60820721,-4480,-48.84305059,-3.221831634,2020-12
830,(주)한진칼,180640,2021,2.395093716,22.0567175,25.40471561,247,-22.21522052,10.07337749,2021-12
831,(주)한진칼,180640,2022,83.47498772,77.10667538,354.5004767,10143,-2.150333063,0.094192911,2022-12
832,(주)한화,880,2007,-28.70946266,-13.64400578,1.363498544,3257,1063.640684,1.242589187,2007-12
833,(주)한화,880,2008,-94.74899575,-41.6511916,-29.12021114,53,1004.045249,0.131614155,2008-12
834,(주)한화,880,2009,16.67697468,-107.9570094,32.099829,70,1072.904344,-0.787979326,2009-12
835,(주)한화,880,2010,-40.16256099,17.16236813,-67.43981753,10524,74.1933293,-1.859237923,2010-12
836,(주)한화,880,2011,-23.97746696,-28.30564222,-20.05912532,-1087,2.083287807,-0.650680447,2011-12
837,(주)한화,880,2012,38.43473097,104.9797715,0.23798429,4459,-8.674613817,0.278163253,2012-12
838,(주)한화,880,2013,-13.15429961,-123.7697261,-1.346501927,1869,6.264275009,-0.115386677,2013-12
839,(주)한화,880,2014,331.1694623,541.8494338,-0.207561728,-5240,-39.17826271,0.109957047,2014-12
840,(주)한화,880,2015,-1252.659587,34.74615198,-7.233912108,-4097,149.9728023,-0.774542022,2015-12
841,(주)한화,880,2016,60.92595707,-774.5925446,-17.9733248,6848,102.8810796,-1.056136598,2016-12
842,(주)한화,880,2017,29.83417039,-6.175895492,-3.736740449,5619,11.86051945,-0.689923665,2017-12
843,(주)한화,880,2018,13.63114415,69.64817663,7.033637261,6541,32.3762931,-1.379155556,2018-12
844,(주)한화,880,2019,5.015317259,-72.62008138,-0.365405134,1051,58.41856898,-0.452623666,2019-12
845,(주)한화,880,2020,-14.38222486,57.75177235,-8.132664341,2831,63.54602395,-0.751134074,2020-12
846,(주)한화,880,2021,7.782435563,213.4026481,-2.274241332,9781,13.70363322,-0.0867575,2021-12
847,(주)한화,880,2022,-0.181532836,25.58886293,-4.063210255,14169,-372.6724697,-1.05618467,2022-12
848,(주)현대미포조선,10620,2007,-9.723056822,72.13713357,-1.599171124,27357,4.419341877,0.43843061,2007-12
849,(주)현대미포조선,10620,2008,-12.11263454,29.14755951,13.13311659,5083,35.27708621,-1.958746893,2008-12
850,(주)현대미포조선,10620,2009,0.977769089,-2.402044782,-5.949523488,4834,10.76307975,1.543652466,2009-12
851,(주)현대미포조선,10620,2010,8.639618506,26.15433356,14.61404271,5671,30.58554796,0.523274179,2010-12
852,(주)현대미포조선,10620,2011,13.39790424,-25.04930071,17.20746653,10201,-13.45098156,-0.884022854,2011-12
853,(주)현대미포조선,10620,2012,-9.518680728,-29.50411156,2.336473324,4928,-23.24067571,-0.796846725,2012-12
854,(주)현대미포조선,10620,2013,146.9132329,294.8177257,4.659404342,-12137,19.94145419,-0.936185441,2013-12
855,(주)현대미포조선,10620,2014,-141.9926014,-123.7060372,-5.692765417,-32296,39.21296001,11.52326949,2014-12
856,(주)현대미포조선,10620,2015,-69.71561388,-8.353897698,-17.94567425,1935,-44.86663167,-0.171949373,2015-12
857,(주)현대미포조선,10620,2016,-49.16853071,-290.4326793,6.711826364,1734,-10.7591465,-0.518095715,2016-12
858,(주)현대미포조선,10620,2017,-141.0894686,1124.774541,-6.891602596,21910,1.948254134,-1.26907303,2017-12
859,(주)현대미포조선,10620,2018,-1.938669608,265.2847273,32.46390261,2132,-215.0711922,-0.819329396,2018-12
860,(주)현대미포조선,10620,2019,17.00135819,-34.14775324,-3.90476284,1335,-2.191356945,-0.515845724,2019-12
861,(주)현대미포조선,10620,2020,-177.1794405,-405.0030191,8.301149882,-489,4.583551717,-2.186711406,2020-12
862,(주)현대미포조선,10620,2021,117.8303192,124.0016767,23.97501126,-4004,3.638573036,-0.606385842,2021-12
863,(주)현대미포조선,10620,2022,313.1316227,-186.3201729,5.713720216,-1118,0.461073599,-0.911654096,2022-12
864,(주)현대백화점,69960,2007,41.47473741,38.61284255,2.124376371,9709,13.06995437,-2.525120808,2007-12
865,(주)현대백화점,69960,2008,35.25118455,42.84093267,3.283369835,4403,5.64720411,-4.338537518,2008-12
866,(주)현대백화점,69960,2009,41.99833081,39.01466163,7.856108802,4630,8.460386112,-4.930367787,2009-12
867,(주)현대백화점,69960,2010,2.087618687,72.82812666,-49.17723628,6210,11.19744184,4.52199592,2010-12
868,(주)현대백화점,69960,2011,48.71806735,-4.486659143,10.32268294,15183,7.073846384,-1.038132061,2011-12
869,(주)현대백화점,69960,2012,30.34262012,29.36485722,-0.44839561,13974,0.276721564,-1.177963441,2012-12
870,(주)현대백화점,69960,2013,45.78076309,36.12832452,6.647558971,12975,3.948018217,0.622134877,2013-12
871,(주)현대백화점,69960,2014,16.3225198,55.24657801,4.741318334,11652,-0.356507377,1.839928353,2014-12
872,(주)현대백화점,69960,2015,5.859953931,19.72721623,1.819643999,10554,-0.291806251,2.215672858,2015-12
873,(주)현대백화점,69960,2016,-10.56807397,12.04273998,-1.940873919,12101,-0.250662317,1.384852672,2016-12
874,(주)현대백화점,69960,2017,-13.04685675,-22.37760904,1.487360785,11242,-1.856442082,0.828298252,2017-12
875,(주)현대백화점,69960,2018,-1.263833256,-17.21881947,5.907760188,10594,-6.04961375,-0.228278829,2018-12
876,(주)현대백화점,69960,2019,-8.754877442,-5.357178642,0.391740115,8639,-1.155523905,1.525556074,2019-12
877,(주)현대백화점,69960,2020,-421.7735836,-145.1032293,-16.47094811,3172,1.379615119,1.820712129,2020-12
878,(주)현대백화점,69960,2021,-320.5831501,-101.1348026,-10.02369276,8652,-9.15869417,0.51468822,2021-12
879,(주)현대백화점,69960,2022,-38.56961818,-81.9741577,-14.72214859,6593,-3.728566907,-0.952995086,2022-12
880,(주)현대지에프홀딩스,5440,2007,31.63967467,-70.21558134,6.081132161,6041,14.5320022,-0.453670803,2007-12
881,(주)현대지에프홀딩스,5440,2008,27.21535535,-59.27943082,0.694600058,1885,5.805441998,-0.664658482,2008-12
882,(주)현대지에프홀딩스,5440,2009,47.87920011,36.2614285,31.90917493,1969,16.25521265,-1.512011212,2009-12
883,(주)현대지에프홀딩스,5440,2010,91.88465246,42.49639064,-24.98208044,372,9.022646055,0.547629031,2010-12
884,(주)현대지에프홀딩스,5440,2011,-94.28885819,47.84466905,-149.085883,580,8.277448411,-1.757253735,2011-12
885,(주)현대지에프홀딩스,5440,2012,10.50508799,-14.86290582,-108.6166772,432,6.453539275,0.017309197,2012-12
886,(주)현대지에프홀딩스,5440,2013,1.874041131,24.95925658,1.975238136,1041,0.746293541,-0.864864682,2013-12
887,(주)현대지에프홀딩스,5440,2014,26.16240923,23.88436735,-3.449374037,1118,0.840179122,-0.365931173,2014-12
888,(주)현대지에프홀딩스,5440,2015,4.172947658,-4.755316148,-9.717717927,1040,-0.891004149,-0.458833571,2015-12
889,(주)현대지에프홀딩스,5440,2016,35.37731018,22.94965221,11.42633692,1087,0.224752765,-0.024585185,2016-12
890,(주)현대지에프홀딩스,5440,2017,-26.38664405,27.58705298,-12.08326235,1299,-0.474895162,-1.538264026,2017-12
891,(주)현대지에프홀딩스,5440,2018,54.09281821,19.42246264,-5.787920556,1181,-2.84354506,-0.492395734,2018-12
892,(주)현대지에프홀딩스,5440,2019,-8.901717425,-36.70451703,-2.737974611,628,0.602311517,-0.768331516,2019-12
893,(주)현대지에프홀딩스,5440,2020,-15.14037572,46.46828853,-4.424092467,815,-2.983938894,-0.717514683,2020-12
894,(주)현대지에프홀딩스,5440,2021,29.74358473,-67.39724413,-0.440856179,498,-1.380486489,-0.72858241,2021-12
895,(주)현대지에프홀딩스,5440,2022,-12.8457823,10.23630884,-7.438215006,640,0.402447941,-1.122096895,2022-12
896,(주)현대홈쇼핑,57050,2011,33.78830306,30.4797197,27.35163629,3746,-2.664530191,-0.199056451,2011-12
897,(주)현대홈쇼핑,57050,2012,15.63246951,-17.23799416,3.234826426,-1453,10.43539623,0.203532861,2012-12
898,(주)현대홈쇼핑,57050,2013,16.23489653,52.79814022,6.764625014,3317,-0.660768147,0.331785172,2013-12
899,(주)현대홈쇼핑,57050,2014,11.82451532,30.04473266,-0.999119728,3167,-1.828363771,-0.445746189,2014-12
900,(주)현대홈쇼핑,57050,2015,9.130532896,-21.67573336,-0.201938175,2466,-8.348959992,-0.099185967,2015-12
901,(주)현대홈쇼핑,57050,2016,16.46686305,17.20934265,1.180211225,3871,-4.733764406,-0.36446194,2016-12
902,(주)현대홈쇼핑,57050,2017,14.29359132,-10.73992358,-0.69463095,1987,-6.840504827,-0.2421237,2017-12
903,(주)현대홈쇼핑,57050,2018,30.19287202,53.38366766,2.996067486,5483,31.66088198,-0.625693972,2018-12
904,(주)현대홈쇼핑,57050,2019,54.13911287,-17.40277311,-9.01390453,-2139,-1.348027834,0.220326811,2019-12
905,(주)현대홈쇼핑,57050,2020,38.08839476,43.95350649,1.447469221,60,1.506436126,0.66375089,2020-12
906,(주)현대홈쇼핑,57050,2021,-25.99626882,-131.122149,-9.065337252,-3778,-0.279298191,-0.787416757,2021-12
907,(주)현대홈쇼핑,57050,2022,-18.859873,-47.21890727,-7.40647411,-2350,-5.964857835,-0.702381675,2022-12
908,(주)호텔신라,8770,2007,-9.101476056,-1.192920982,-5.91345549,439,0.934799958,-0.619079347,2007-12
909,(주)호텔신라,8770,2008,14.67894361,-13.33915049,17.60942375,90,21.5717462,-0.417050596,2008-12
910,(주)호텔신라,8770,2009,-164.5933309,-524.5562958,-35.79056892,189,0.278763238,-0.04522615,2009-12
911,(주)호텔신라,8770,2010,-61.10193759,-122.5518685,-27.35532774,-1057,5.070641308,-0.177535257,2010-12
912,(주)호텔신라,8770,2011,-120.093109,-156.9712407,-12.77745482,-861,9.147523486,0.609975977,2011-12
913,(주)호텔신라,8770,2012,-115.6901738,-128.7456365,-18.62928691,414,-4.296735281,-0.697510057,2012-12
914,(주)호텔신라,8770,2013,-53.07866709,-128.1393177,-23.6439701,-37,-12.92371256,-0.974144877,2013-12
915,(주)호텔신라,8770,2014,-49.3657824,504.839249,-13.15686541,103,-0.149336668,-0.585865275,2014-12
916,(주)호텔신라,8770,2015,30.44388509,95.65610087,-3.143819821,-61,3.211444131,-0.370108034,2015-12
917,(주)호텔신라,8770,2016,6.962264389,-181.0311298,5.834459915,43,-18.29457789,-0.148121984,2016-12
918,(주)호텔신라,8770,2017,-54.71387373,-269.203907,-14.86020843,667,3.457862145,-0.106566282,2017-12
919,(주)호텔신라,8770,2018,-128.8050225,-1038.651777,-6.126741207,2913,6.937875892,-0.718799571,2018-12
920,(주)호텔신라,8770,2019,27.49781052,77.90145188,-4.878490055,4483,-40.85723935,-0.059613833,2019-12
921,(주)호텔신라,8770,2020,249.703074,293.8135162,-66.78570115,-7487,20.01823494,0.5862803,2020-12
922,(주)호텔신라,8770,2021,55.01848217,109.6599088,2.352194009,714,-26.01476639,-0.401296817,2021-12
923,(주)호텔신라,8770,2022,24.28651772,-16.82072244,-21.05636994,-1325,86.57281998,-0.756767421,2022-12
924,(주)화승엔터프라이즈,241590,2017,-50.69067115,-92.54077265,-3.096964441,1493,11.1320122,-0.019931853,2017-12
925,(주)화승엔터프라이즈,241590,2018,12.71957297,85.64189391,-4.017837837,284,-3.771164026,0.604653288,2018-12
926,(주)화승엔터프라이즈,241590,2019,17.7744906,84.06384538,8.103398875,1031,6.809447243,0.882443537,2019-12
927,(주)화승엔터프라이즈,241590,2020,-16.37804927,76.83163001,6.318949262,662,1.843384229,0.858307837,2020-12
928,(주)화승엔터프라이즈,241590,2021,269.3890105,251.3411005,33.11315809,-108,16.56241177,-0.062283779,2021-12
929,(주)화승엔터프라이즈,241590,2022,641.4927254,49.89455423,11.63901371,-165,-11.37011396,-0.636161257,2022-12
