,회사명,거래소코드,회계년도,정상영업이익증가율,순이익증가율,매출액증가율,1주당순이익,부채비율,매출액정상영업이익률,
266,(주)신세계,4170,2020,199.6590758,216.9426068,-18.27686056,-11011,-9.242967637,2.288644409,2020-12
267,(주)신세계,4170,2021,478.3249933,-1034.342429,-9.830942564,31193,-5.730344885,0.837552287,2021-12
268,(주)신세계,4170,2022,-16.60394561,-114.3834511,-14.65408713,41282,-6.322778503,-0.742690711,2022-12
269,(주)신세계인터내셔날,31430,2012,,,,1969,3.717651576,-3.480659599,2012-12
270,(주)신세계인터내셔날,31430,2013,48.98051289,-456.0756312,-4.622682593,4537,-8.249084455,1.24402345,2013-12
271,(주)신세계인터내셔날,31430,2014,98.7272927,-102.3048699,-7.212038014,2863,-6.696712179,0.721952948,2014-12
272,(주)신세계인터내셔날,31430,2015,96.38908105,290.2123186,-7.878868074,2958,-12.59683248,0.55453002,2015-12
273,(주)신세계인터내셔날,31430,2016,133.9246167,20.19097542,-5.439470736,2432,-1.348287084,1.05877047,2016-12
274,(주)신세계인터내셔날,31430,2017,93.44524852,244.795176,-9.949138493,3371,-15.15066264,1.0622156,2017-12
275,(주)신세계인터내셔날,31430,2018,-57.92908507,-13.41015316,-10.3928331,8052,-10.24273503,0.222611307,2018-12
276,(주)신세계인터내셔날,31430,2019,-46.14389282,-154.1567855,-20.02979579,10361,-7.931365246,-0.181983504,2019-12
277,(주)신세계인터내셔날,31430,2020,392.395283,73.86126823,-14.66599062,7131,-13.81775041,0.815771407,2020-12
278,(주)신세계인터내셔날,31430,2021,-360.9937376,-54.1987336,-14.6000558,11498,-11.41231806,0.345774216,2021-12
279,(주)신세계인터내셔날,31430,2022,12.63866715,54.23740075,-1.648919257,3313,-6.55161531,-1.121322703,2022-12
280,(주)신한금융지주회사,55550,2007,,,,,,,2007-12
281,(주)신한금융지주회사,55550,2008,,,,,,,2008-12
282,(주)신한금융지주회사,55550,2009,,,,,,,2009-12
283,(주)신한금융지주회사,55550,2010,,,,,,,2010-12
284,(주)신한금융지주회사,55550,2011,,,,,,,2011-12
285,(주)신한금융지주회사,55550,2012,,,,,,,2012-12
286,(주)신한금융지주회사,55550,2013,,,,,,,2013-12
287,(주)신한금융지주회사,55550,2014,,,,,,,2014-12
288,(주)신한금융지주회사,55550,2015,,,,,,,2015-12
289,(주)신한금융지주회사,55550,2016,,,,,,,2016-12
290,(주)신한금융지주회사,55550,2017,,,,,,,2017-12
291,(주)신한금융지주회사,55550,2018,,,,,,,2018-12
292,(주)신한금융지주회사,55550,2019,,,,,,,2019-12
293,(주)신한금융지주회사,55550,2020,,,,,,,2020-12
294,(주)신한금융지주회사,55550,2021,,,,,,,2021-12
295,(주)신한금융지주회사,55550,2022,,,,,,,2022-12
296,(주)아모레퍼시픽,90430,2007,7.470017584,13.56791764,1.427693842,29529,4.815565803,-4.287443159,2007-12
297,(주)아모레퍼시픽,90430,2008,33.76540791,31.85570726,8.39634209,3242,7.906002673,-3.043705177,2008-12
298,(주)아모레퍼시픽,90430,2009,16.2443886,30.23065339,0.543977881,4836,7.654794835,-3.391800847,2009-12
299,(주)아모레퍼시픽,90430,2010,18.65792275,-29.51760462,3.373804643,-4146,9.729516683,-3.001845581,2010-12
300,(주)아모레퍼시픽,90430,2011,20.46191402,24.73731424,16.84277813,47403,-2.351919557,-1.587075204,2011-12
301,(주)아모레퍼시픽,90430,2012,2.98940029,-28.67249532,1.361481216,39080,-1.013136929,-2.600867886,2012-12
302,(주)아모레퍼시픽,90430,2013,16.64995835,21.07918601,0.427464618,38842,3.374528277,-1.445742994,2013-12
303,(주)아모레퍼시픽,90430,2014,15.54542722,9.667716618,3.394927407,54953,2.011964799,-1.838337006,2014-12
304,(주)아모레퍼시픽,90430,2015,9.817308728,5.352266863,1.182441908,8372,0.765364173,-2.123121949,2015-12
305,(주)아모레퍼시픽,90430,2016,21.12111681,27.76534055,-0.645008696,9267,2.356618453,-2.208368347,2016-12
306,(주)아모레퍼시픽,90430,2017,-1.549780712,-7.973920842,-4.367394411,5711,3.344506046,-1.39918655,2017-12
307,(주)아모레퍼시픽,90430,2018,37.12207926,46.15733082,7.816562288,4815,0.90959657,-2.173282094,2018-12
308,(주)아모레퍼시픽,90430,2019,-5.618727508,-72.61020277,2.603477528,3477,2.13804902,-1.323820808,2019-12
309,(주)아모레퍼시픽,90430,2020,-60.69301353,-34.73594107,-0.556896705,512,0.843871126,-1.41753246,2020-12
310,(주)아모레퍼시픽,90430,2021,-133.2953223,-102.3549761,-5.35513724,2820,2.487289607,-1.921598653,2021-12
311,(주)아모레퍼시픽,90430,2022,206.9305554,183.8865824,-0.865506046,1949,-1.157811576,0.018610201,2022-12
312,(주)아모레퍼시픽그룹,2790,2007,11.80065713,43.39042742,11.74364785,7234,18.35568051,-59.63642539,2007-12
313,(주)아모레퍼시픽그룹,2790,2008,24.88757509,39.54758644,60.00763229,3007,15.96056653,-74.12577081,2008-12
314,(주)아모레퍼시픽그룹,2790,2009,-2.306897807,-14.17184137,-11.51439136,945,18.5106901,-78.76063018,2009-12
315,(주)아모레퍼시픽그룹,2790,2010,-9.471669694,26.32921408,-4.531599005,2434,18.77155393,-78.69095107,2010-12
316,(주)아모레퍼시픽그룹,2790,2011,21.30950683,18.46437227,16.81209711,18366,-0.926296375,-1.61189515,2011-12
317,(주)아모레퍼시픽그룹,2790,2012,-0.261523822,-20.43654263,2.883038335,19088,-0.27314719,-2.753702237,2012-12
318,(주)아모레퍼시픽그룹,2790,2013,19.80005721,26.76975006,3.050774674,20102,2.084096184,-1.466782559,2013-12
319,(주)아모레퍼시픽그룹,2790,2014,9.814074607,-14.95449549,2.64028835,27494,1.103422024,-1.897144005,2014-12
320,(주)아모레퍼시픽그룹,2790,2015,15.21176907,25.28260803,1.531462015,3219,0.498921651,-1.765042245,2015-12
321,(주)아모레퍼시픽그룹,2790,2016,18.4478107,24.12753957,0.344036083,4240,2.020330768,-2.306668475,2016-12
322,(주)아모레퍼시픽그룹,2790,2017,-3.787194141,-5.807886559,-4.324052464,2432,2.216156893,-1.551063901,2017-12
323,(주)아모레퍼시픽그룹,2790,2018,37.28294614,36.3250749,8.209441748,1708,0.90848374,-2.3490734,2018-12
324,(주)아모레퍼시픽그룹,2790,2019,11.23832896,-39.03933728,3.491241083,1444,0.696268727,-1.182851758,2019-12
325,(주)아모레퍼시픽그룹,2790,2020,-71.16242167,-71.67094257,-0.51272674,74,0.59014496,-1.441986549,2020-12
326,(주)아모레퍼시픽그룹,2790,2021,-139.5881665,-220.112859,-2.558151755,1989,2.003551694,-2.371237161,2021-12
327,(주)아모레퍼시픽그룹,2790,2022,425.5252199,231.5496101,-0.221721186,657,-1.398653724,0.211787419,2022-12
328,(주)에스원,12750,2007,-12.59907088,-16.07898894,1.842737943,3034,-0.170415418,0.416947777,2007-12
329,(주)에스원,12750,2008,-17.76764687,-18.14007325,0.829409756,844,0.798870583,-0.92549588,2008-12
330,(주)에스원,12750,2009,9.515140655,0.700815612,-0.651182494,710,0.40772639,-0.848162625,2009-12
331,(주)에스원,12750,2010,-11.05068778,-20.52458858,2.087503179,1025,4.5446294,1.244429173,2010-12
332,(주)에스원,12750,2011,22.38888544,17.46583056,14.41256977,3745,3.153334188,-0.036956909,2011-12
333,(주)에스원,12750,2012,-3.448918737,2.721904146,-1.060158312,2987,-0.67889874,-0.692037365,2012-12
334,(주)에스원,12750,2013,2.508810328,22.96386288,0.738454667,2383,-2.951012675,-0.588586742,2013-12
335,(주)에스원,12750,2014,9.808021668,28.91881057,-1.026360996,756,-4.261208804,0.32821608,2014-12
336,(주)에스원,12750,2015,-5.066758895,-83.90222312,2.149673605,4544,4.270786818,-0.422360517,2015-12
337,(주)에스원,12750,2016,4.153693085,-24.28258043,3.771175646,4157,-1.092214263,-0.402551447,2016-12
338,(주)에스원,12750,2017,-15.04109979,-18.45083421,-0.920286404,4239,4.746319397,-0.950412871,2017-12
339,(주)에스원,12750,2018,-13.81426284,-58.74943509,-2.225226044,3046,1.826756231,-0.488269731,2018-12
340,(주)에스원,12750,2019,12.62872818,54.67154756,2.21994931,4337,-0.891439774,-0.674435734,2019-12
341,(주)에스원,12750,2020,25.78540852,29.4775276,-0.091177824,4203,1.096035079,-0.457847306,2020-12
342,(주)에스원,12750,2021,11.77704374,12.58114381,-3.091971653,3815,0.226624876,-2.019804017,2021-12
343,(주)에스원,12750,2022,14.54668589,17.27240219,0.921119639,4467,-0.379757174,-0.78887043,2022-12
344,(주)에프앤에프,383220,2022,-45.71850196,-58.07757184,-18.91203301,11571,-21.06401372,-0.410423618,2022-12
345,(주)엔씨소프트,36570,2007,19.65655838,4.61366759,1.305547523,2259,11.14485383,-4.75849427,2007-12
346,(주)엔씨소프트,36570,2008,-9.035025775,17.51845718,0.942562745,343,11.28684612,-4.655142788,2008-12
347,(주)엔씨소프트,36570,2009,80.63936888,205.2631796,3.520723905,3680,12.04605727,-4.962626885,2009-12
348,(주)엔씨소프트,36570,2010,-63.44047274,-105.0365018,-15.63276874,389,10.25085189,-24.82254725,2010-12
349,(주)엔씨소프트,36570,2011,12.79848801,-14.01193009,2.99515849,-1471,5.743207878,-20.93325045,2011-12
350,(주)엔씨소프트,36570,2012,-73.81506943,-41.04607731,39.74346224,4046,15.45632631,-3.080882407,2012-12
351,(주)엔씨소프트,36570,2013,86.32344025,25.04823517,12.0201139,7961,-0.708623583,-0.044562708,2013-12
352,(주)엔씨소프트,36570,2014,17.3555085,-3.888362089,7.876924986,11520,0.670252531,1.557168314,2014-12
353,(주)엔씨소프트,36570,2015,7.688005609,17.26426837,6.512230942,7633,-0.014198134,1.297653162,2015-12
354,(주)엔씨소프트,36570,2016,18.23703717,42.30841435,8.208964554,12783,-2.690405957,0.945290472,2016-12
355,(주)엔씨소프트,36570,2017,-636.6206958,-661.0117482,-105.8761605,20756,0.69869353,0.960461966,2017-12
356,(주)엔씨소프트,36570,2018,-416.3367472,-408.8722966,-78.01387055,19831,1.900712572,-2.338666834,2018-12
357,(주)엔씨소프트,36570,2019,20.77118928,14.75368884,17.93884365,17387,3.939933029,-0.78023633,2019-12
358,(주)엔씨소프트,36570,2020,-47.55678268,-17.83958626,-31.6131734,28504,-0.795636927,-1.877994892,2020-12
359,(주)엔씨소프트,36570,2021,22.50738045,12.54908043,19.81985103,19318,2.860909514,-0.87703267,2021-12
360,(주)엔씨소프트,36570,2022,-85.07831225,-107.6163505,-19.69995315,21456,-0.403314444,-3.537351531,2022-12
361,(주)엘에스,6260,2007,28.91535076,41.2542826,10.84125701,6497,20.26804342,2.937655218,2007-12
362,(주)엘에스,6260,2008,-38.1387781,-37.40263158,48.83974864,-3833,206.8377,1.760223427,2008-12
363,(주)엘에스,6260,2009,-625.7086496,-613.6877036,-512.9958551,1780,240.7652781,-88.23606767,2009-12
364,(주)엘에스,6260,2010,-190.4723465,-173.4608996,-186.4296659,2344,213.1006118,-85.69613227,2010-12
365,(주)엘에스,6260,2011,135.4638321,187.6330282,26.72595013,4237,-13.01369152,0.839762748,2011-12
366,(주)엘에스,6260,2012,47.07858138,101.0721111,8.988349128,6128,2.937220106,-0.736730438,2012-12
367,(주)엘에스,6260,2013,6.187247912,2287.709815,10.30622375,4430,-13.60251639,-0.362815563,2013-12
368,(주)엘에스,6260,2014,-15.0306694,-114.1076601,2.969937846,1620,8.704379878,-0.094415096,2014-12
369,(주)엘에스,6260,2015,47.76929026,-8013.669198,3.042325384,-3553,-9.298925416,0.602594232,2015-12
370,(주)엘에스,6260,2016,-0.189312251,36.15691629,6.907068147,6056,1.187770234,0.147367819,2016-12
371,(주)엘에스,6260,2017,27.14257355,39.98181736,20.49252243,10691,-19.19231643,0.246357873,2017-12
372,(주)엘에스,6260,2018,4.219968218,-132.3935604,15.2700926,14555,-5.387169175,-1.087524795,2018-12
373,(주)엘에스,6260,2019,23.26182337,25.91041383,5.13774366,912,0.482833624,-0.804946532,2019-12
374,(주)엘에스,6260,2020,2.812282816,450.1932615,-1.939833982,4568,3.153646502,-0.059438165,2020-12
375,(주)엘에스,6260,2021,-11.94007577,-328.5975836,2.580645053,10004,-5.581352841,-0.513970218,2021-12
376,(주)엘에스,6260,2022,12.6034092,-28.5954762,14.54227339,16306,-14.89214677,-0.800133535,2022-12
377,(주)엘엑스인터내셔널,1120,2007,52.93414033,33.23965628,-7.601049508,1239,200.8959908,-0.266753835,2007-12
378,(주)엘엑스인터내셔널,1120,2008,102.0611489,26.81215941,0.04702533,-13,313.4987283,-0.039985281,2008-12
379,(주)엘엑스인터내셔널,1120,2009,-22.23081078,56.62391396,11.65263376,269,204.7237201,-2.600495703,2009-12
380,(주)엘엑스인터내셔널,1120,2010,96.91248737,-56.01703008,-10.60286216,936,163.6150249,-0.744270913,2010-12
381,(주)엘엑스인터내셔널,1120,2011,-1.676709457,6.556456458,-9.785463646,6409,-53.85413605,-0.073739999,2011-12
382,(주)엘엑스인터내셔널,1120,2012,2.699340433,18.77924879,-2.802825055,5735,-27.48793498,-0.273964839,2012-12
383,(주)엘엑스인터내셔널,1120,2013,-6.981216778,20.40896656,-1.361069943,1246,-15.38436154,-0.170681825,2013-12
384,(주)엘엑스인터내셔널,1120,2014,102.2698827,210.8258528,4.550375003,-341,-23.20261429,0.042067802,2014-12
385,(주)엘엑스인터내셔널,1120,2015,-7.56267467,91.93331747,-0.122929071,-6090,-2.957839319,-0.236633284,2015-12
386,(주)엘엑스인터내셔널,1120,2016,77.59339208,-235.3071732,-13.12214347,1504,-15.34216486,0.057334731,2016-12
387,(주)엘엑스인터내셔널,1120,2017,-63.23762217,-118.3729748,-6.264538892,1557,-24.15803655,-0.328439505,2017-12
388,(주)엘엑스인터내셔널,1120,2018,-3.659360365,8.934476687,-9.584199075,-1820,-19.78527011,-0.557824709,2018-12
389,(주)엘엑스인터내셔널,1120,2019,33.29734459,91.1592777,-8.982497527,739,3.826461806,-0.401462343,2019-12
390,(주)엘엑스인터내셔널,1120,2020,26.14549262,792.9867179,-21.84187301,7932,-2.753765002,-0.034485195,2020-12
391,(주)엘엑스인터내셔널,1120,2021,-264.9024246,-13.06716318,-74.2515304,9733,-25.91875261,0.233149422,2021-12
392,(주)엘엑스인터내셔널,1120,2022,-70.92285073,-86.59743024,-11.45300123,14325,1.736377972,-0.364045603,2022-12
393,(주)엘지,3550,2007,-1.66157867,-1.140413367,-26.6620863,5267,137.5954515,-77.28512192,2007-12
394,(주)엘지,3550,2008,-76.59335557,-89.78461638,-55.35960454,-477,144.3919278,-84.02298085,2008-12
395,(주)엘지,3550,2009,-55.01500528,93.99088183,-94.01901038,2157,30.29906253,-66.953368,2009-12
396,(주)엘지,3550,2010,45.27393548,36.59643124,28.82792083,8715,1.040861735,-3.370094234,2010-12
397,(주)엘지,3550,2011,48.20131151,54.45988631,11.73813047,1011,0.385872741,-0.510636167,2011-12
398,(주)엘지,3550,2012,5.630613189,10.16941195,8.378686966,5294,-2.477096662,-2.143343079,2012-12
399,(주)엘지,3550,2013,34.88328619,6.674867396,3.845730118,5097,0.427038662,0.234077721,2013-12
400,(주)엘지,3550,2014,-1.714656175,8.307900726,2.510392439,4804,1.091045298,-0.638019887,2014-12
401,(주)엘지,3550,2015,-12.2111592,-2.190488464,-7.963112775,5371,0.994937929,-1.360041899,2015-12
402,(주)엘지,3550,2016,1.779352825,-0.743983586,-2.222747666,6114,2.355195627,-1.410121595,2016-12
403,(주)엘지,3550,2017,3.3056968,-28.1297049,-2.184821529,13630,5.459775747,-2.30538967,2017-12
404,(주)엘지,3550,2018,-6.894571049,0.695489602,-4.265210184,10603,-2.329447065,-2.538121066,2018-12
405,(주)엘지,3550,2019,-43.44005334,0.169900949,-4.269857597,6143,0.172005114,-6.569066766,2019-12
406,(주)엘지,3550,2020,-78.98656601,-418.2669697,-24.85195043,8338,0.651438232,-8.761110973,2020-12
407,(주)엘지,3550,2021,-66.89552196,-140.0953336,-38.6031275,15504,3.131055657,-0.423835379,2021-12
408,(주)엘지,3550,2022,-5.240088414,-6.628499015,18.4890915,12422,3.600195274,-7.86287484,2022-12
409,(주)엘지생활건강,51900,2007,-48.32169245,-53.66849623,-10.85976366,4791,117.2337234,-5.10623252,2007-12
410,(주)엘지생활건강,51900,2008,-15.0997884,-36.51867417,-11.99566789,1268,2.963921689,-3.19520359,2008-12
411,(주)엘지생활건강,51900,2009,-40.69081614,-42.51446969,-12.61148308,784,4.202257625,-3.670789501,2009-12
412,(주)엘지생활건강,51900,2010,36.9778755,37.02546157,19.9381735,13743,-16.10705495,-0.691313667,2010-12
413,(주)엘지생활건강,51900,2011,-14.20399111,-17.70441296,-8.033649021,15786,-6.9258624,-0.715033736,2011-12
414,(주)엘지생활건강,51900,2012,-19.31678954,-17.95330103,-9.577901062,18126,-11.88439942,-1.09843457,2012-12
415,(주)엘지생활건강,51900,2013,-18.29938863,-32.00613979,-6.231035359,21311,-7.456810436,-1.00324248,2013-12
416,(주)엘지생활건강,51900,2014,-14.60467486,-20.46211989,-5.323679962,20842,-4.430547181,-0.493185457,2014-12
417,(주)엘지생활건강,51900,2015,-18.06123585,-24.05153586,-6.922822107,27467,-4.546694698,-0.577565065,2015-12
418,(주)엘지생활건강,51900,2016,-11.99523167,-29.58717715,-3.868829609,33905,-3.798604242,-0.702911705,2016-12
419,(주)엘지생활건강,51900,2017,-10.4032548,-13.25841042,-4.119527406,36199,-1.080844543,-0.882234086,2017-12
420,(주)엘지생활건강,51900,2018,-4.009076449,-8.748345,-3.292472214,40740,-1.769185626,-1.008223299,2018-12
421,(주)엘지생활건강,51900,2019,-3.422399785,-2.72103398,-5.263718916,46431,-1.71996642,-1.181821309,2019-12
422,(주)엘지생활건강,51900,2020,-6.393721714,-10.47281921,-13.29802331,47596,-3.064280191,-1.215329384,2020-12
423,(주)엘지생활건강,51900,2021,-12.82093671,-16.56941483,-9.741649986,50395,-0.863170946,-1.339547919,2021-12
424,(주)엘지생활건강,51900,2022,11.86545641,-21.1083579,1.95831335,14112,-4.926461293,-0.926008533,2022-12
425,(주)엘지에너지솔루션,373220,2021,,,,3963,15.79171924,-0.864843423,2021-12
426,(주)엘지에너지솔루션,373220,2022,-108.8464647,-111.9282959,-7.444532905,3306,-2.497828036,-0.982467752,2022-12
427,(주)엘지유플러스,32640,2007,-35.79035978,-83.28488544,-0.12479071,993,-11.18037703,-0.773706723,2007-12
428,(주)엘지유플러스,32640,2008,-33.08981108,-63.52919342,1.431915149,146,1.01937441,-0.604833035,2008-12
429,(주)엘지유플러스,32640,2009,-99.86168356,-148.975293,1.690620145,167,15.5501412,-1.150432624,2009-12
430,(주)엘지유플러스,32640,2010,159.5660879,184.0931088,66.94042207,1318,5.064884572,-3.173494593,2010-12
431,(주)엘지유플러스,32640,2011,-35.92035283,-60.65229513,5.31380116,196,25.77754318,-0.5238314,2011-12
432,(주)엘지유플러스,32640,2012,291.0394436,91.13671405,-3.652821594,-136,-6.042483157,0.359501046,2012-12
433,(주)엘지유플러스,32640,2013,48.85722783,7.263577785,-4.769977289,640,7.554053841,-0.176711198,2013-12
434,(주)엘지유플러스,32640,2014,-50.53680976,-101.4320589,-2.275018018,523,-4.036278273,0.601832901,2014-12
435,(주)엘지유플러스,32640,2015,-44.08829469,-173.0156095,2.131728927,805,1.926061849,-0.684067492,2015-12
436,(주)엘지유플러스,32640,2016,-0.329491834,16.24412961,3.835577448,1129,-1.761680521,-0.228649226,2016-12
437,(주)엘지유플러스,32640,2017,-9.38806275,-5.329611884,0.211176955,1253,-3.564274026,-0.251856125,2017-12
438,(주)엘지유플러스,32640,2018,-16.67690303,-18.13688431,-2.802827132,1103,10.43470759,-0.971982235,2018-12
439,(주)엘지유플러스,32640,2019,2.85624581,-6.404792788,-3.622734851,0,17.13914896,0.266451617,2019-12
440,(주)엘지유플러스,32640,2020,-9.546232098,-187.9472478,0.810123772,-1610,-3.242932029,-0.578279551,2020-12
441,(주)엘지유플러스,32640,2021,-21.50924745,-38.74556955,-7.033104656,1642,6.997737975,-0.945630937,2021-12
442,(주)엘지유플러스,32640,2022,1.995849831,5.580734027,-3.523935947,1543,0.932838963,0.061130732,2022-12
443,(주)엘지화학,51910,2007,-54.92505813,10.93038689,-4.628857854,9297,13.99658725,1.818265488,2007-12
444,(주)엘지화학,51910,2008,-177.4357001,-15.64257199,-44.13330155,732,14.50032339,-2.502119608,2008-12
