,PER,PBR,PCR,PSR,배당수익률,정상영업이익증가율,순이익증가율,매출액증가율,1주당순이익,부채비율,소형주,외국인 순매수 강도,종목코드,수익률
2010-09-01,13.3037935483871,2.1892806451612907,10.239870967741938,1.7639096774193548,6.29971129032258,18.31865114099999,-5.5112763825,63.91573064970001,878.22,-9.143485140300001,0.0877559213401037,-0.008929462939840696,000080,-0.14098837209302326
2010-12-01,14.728711111111116,2.423869841269841,11.337244444444442,1.952619047619047,5.684757142857143,-48.7039309155,-72.58797773850002,-9.81418720525,291.72,3.72429980265,0.08801745437777125,-0.05135657821022831,000080,0.10152284263959391
2011-12-01,31.93137777777778,2.3131746031746028,17.642666666666667,1.499911111111111,5.00776984126984,-36.603301266,-52.313104347,29.004160964300002,382.5,10.3281325098,0.08640650780410478,-0.1453509748302988,000080,-0.030737704918032786
2012-03-01,26.671644444444457,1.9314539682539684,14.73582222222222,1.2522984126984125,5.97994126984127,49.633801266,102.188104347,1.8225390410500002,-535.5,3.9938674902000004,0.08675583511403279,0.05136983545256777,000080,0.02091254752851711
2012-09-01,18.462006557377048,1.2405475409836062,9.330150819672133,0.9937147540983606,5.847988524590166,-65.75411615850001,274.78767886500003,98.9671693548,1082.22,-4.444692252,0.08748634855741672,0.182211071657563,000080,-0.11670480549199085
2012-12-01,18.608275,1.250615625,9.402925000000002,1.0009718749999998,5.774990625000001,-38.634367674,-46.646444166,2.14003885705,-1082.22,-4.35658772955,0.08580383488144461,-1.7892835636790112,000080,-0.256198347107438
2013-09-01,23.911096774193553,1.701483870967742,10.987922580645167,1.2801096774193552,4.284659677419355,267.901810785,-693.639492525,10.07509591644,541.62,-4.8507185958,0.08645404023971065,0.023702283172798128,000080,0.09437086092715231
2016-03-01,88.52977777777778,1.4049492063492062,13.009955555555559,1.0537587301587303,4.566522222222222,-62.181270794999996,-177.56850069,-4.36146413863,780.3000000000001,-8.24313036435,0.08576184675245103,0.8463652890095481,000080,-0.2675438596491228
2016-09-01,38.91871475409837,1.5591475409836062,11.969495081967212,1.144793442622951,4.131427868852459,14.981328935999993,73.9256218785,18.509111771000004,237.66,-1.8667809226499998,0.0874895042246821,-1.5619444645473621,000080,0.052521008403361345
2016-12-01,34.37189677419356,1.376603225806452,10.571535483870969,1.011183870967742,4.670032258064516,0.5535197451,-18.556166622,-2.3774048804000003,-237.66,-3.0824053795500004,0.0879359653072485,-0.5517232932134472,000080,0.0684326710816777
2017-03-01,32.30435555555556,1.294066666666667,9.935111111111109,0.9509301587301586,4.965479365079364,-9.268519745099988,-24.640833378,1.4786048804,562.02,0.98240537955,0.0882174089993719,0.3683683509719656,000080,0.02631578947368421
2018-09-01,131.6158666666667,1.3591633333333337,12.614373333333333,0.9306266666666667,4.098635,525.713893425,131.441954595,9.571625322889991,179.52,-9.47260596555,0.08955041391467157,-1.0679128531597744,000080,0.11315789473684211
2018-12-01,109.87916065573768,1.1347344262295078,10.530019672131152,0.7774459016393445,4.912703278688525,9.583650519449991,-1.93174873815,1.4879715223700003,-179.52,-2.9349164229,0.08982853616674381,-0.24707574489416964,000080,0.029239766081871343
2022-03-01,30.21528888888887,2.3995206349206355,10.622044444444443,1.2234539682539682,2.4570936507936514,-4.43189730585,51.412658997,0.42265924908,1051.6200000000001,21.8090768805,0.08478571845479663,0.1253238961723076,000080,-0.23801652892561984
2008-03-01,31.051277419354843,3.216641935483872,24.546245161290322,5.1883838709677415,0.5051435483870969,29.2274471475,21.6998818365,0.3552418521699999,9720.6,2.1446326272000005,0.08648608132410981,-0.10156408160865131,000100,0.06532663316582915
2008-06-01,22.169206557377052,2.780544262295083,17.953783606557376,4.3600032786885246,0.5437704918032787,-15.48099003149999,126.34967824499998,4.19764640354,3234.42,31.118768814000003,0.08574679360888672,-0.16518141914088183,000100,-0.15873015873015872
2009-03-01,23.66275555555557,2.9677936507936504,19.163199999999996,4.653882539682539,0.5120714285714286,16.7068857165,4.985889804,0.1904907517999893,2127.7200000000003,1.6505091288000002,0.08592398268798856,0.08080317316972561,000100,0.14746543778801843
2009-06-01,17.541403278688524,2.611862295081967,14.836511475409834,3.799213114754098,0.5313163934426229,-24.063145123500004,59.3152168875,-9.24081591706,3661.8,19.28185392,0.08652150751376139,-0.36654144750081225,000100,-0.008086253369272238
2010-03-01,16.566577777777784,2.4660126984126984,14.0128,3.589073015873016,0.5618349206349207,11.40174228899999,-2.9793223981500003,-0.51702559002,1982.88,2.4597912528,0.08671752088241898,0.11005506847757175,000100,0.019886363636363636
2010-09-01,15.345806451612905,1.9620354838709677,12.697006451612904,3.0430677419354843,0.6611564516129034,12.429234426,-44.3618002905,5.1331232707600005,-3516.96,-17.0266418175,0.08665595111847219,0.4910460051718709,000100,-0.23666666666666666
2010-12-01,16.281955555555555,2.081669841269841,13.471644444444447,3.2292666666666667,0.6241666666666668,-32.651893323,-23.959507204500003,-6.37730484181,9976.62,16.302440857500002,0.08663243891436961,0.4025493294156977,000100,0.07466666666666667
2011-12-01,11.895644444444446,1.4278,10.210311111111109,2.4658253968253967,0.8437714285714285,2.2226193748500003,-10.99763925749999,-3.91817965087,1657.5,0.28911207569999997,0.08872482571411043,-0.1435750988598733,000100,-0.20853080568720378
2012-03-01,11.437155555555561,1.3717968253968256,9.816533333333334,2.3708634920634917,0.8700968253968256,-54.365619378,-18.213360742499997,6.44337965087,2618.34,1.7478879242999898,0.08846765594746664,0.08719742032358617,000100,0.07450980392156863
2012-09-01,15.547436065573773,1.2554426229508198,13.079213114754104,2.2719836065573773,1.163318032786885,-1720.6169211000001,0.80438447355,7.7140095065299885,-2608.14,-17.058451851,0.0880386804019736,-1.5949504626539557,000100,-0.15471698113207547
2012-12-01,17.415300000000002,1.4078875,14.651525000000001,2.5449281249999998,1.0384015625,171.405023685,385.47815260500005,-0.23027964126,4036.14,20.029301460000003,0.08621262133936598,-1.3144181413127431,000100,-0.0949367088607595
2013-09-01,28.985419354838704,1.9007516129032251,23.84136774193549,3.1768645161290316,0.726909677419355,-68.13616467,41.96605825649999,-5.395658253550001,2440.86,0.0107235534,0.08524972206781181,-0.2748589959111063,000100,-0.09497206703910614
2016-03-01,36.40871111111111,2.4339841269841265,28.192533333333337,3.4285555555555556,0.7191079365079366,-31.346874216,-23.006764557000004,-10.41180192214,2534.7,7.3488225678,0.08264006407422118,-0.5355880252807336,000100,-0.03125
2016-09-01,29.541560655737705,2.568144262295082,23.701403278688534,3.4755836065573757,0.7302311475409836,-38.7733697085,-49.28733893999999,29.172646524100003,3387.42,4.218038265,0.0824961865564895,0.6503653158050463,000100,0.09313725490196079
2016-12-01,29.13987096774195,2.5341451612903225,23.379638709677426,3.4280903225806445,0.7407161290322583,2.6143506018,-30.815071203000002,9.35072905412,2391.9,-2.0807088498,0.08449199355678312,-0.046927795916596356,000100,0.2938053097345133
2017-03-01,21.532799999999995,1.8717047619047618,17.27608888888889,2.533066666666667,1.014631746031746,1.7326493981999995,3.89307120195,-10.955729058400001,-10870.14,-3.3267911502,0.08468204744726224,-0.8101873399747331,000100,-0.11809045226130653
2017-06-01,16.31713548387097,1.6685580645161293,12.886864516129032,2.0992580645161296,1.0344483870967742,28.0663504695,-45.142228236,0.44144711693000005,2796.84,38.9575237485,0.08364146247115335,-0.5662531428817799,000100,-0.055793991416309016
